ID_Comentario,Fecha,Producto,Canal_Feedback,Comentario,Rating,Cliente_Tipo,Región,Sentimiento_Clasificado,Tema_Principal_Extraído
431,2024-09-04,Tarjeta Oro Premium,Sitio Web,"Tasas de interés altísimas, no son competitivos para nada",1,Existente,Norte,,
432,2024-04-04,Cuenta Digital,Call Center,"La app está bien diseñada pero se cuelga mucho, deberían mejorar la estabilidad",3,Existente,Sur,,
433,2024-05-03,Tarjeta Oro Premium,App Móvil,Sistema siempre en mantenimiento cuando lo necesito,1,Existente,Oeste,,
434,2024-08-18,Seguro Familiar,App Móvil,Los asesores son muy profesionales y me explicaron todo claramente,4,Existente,Sur,,
435,2024-03-19,Tarjeta Oro Premium,Sitio Web,"Cobran comisiones por todo, hasta por consultar el saldo",2,Nuevo,Norte,,
436,2024-02-26,Crédito Hipotecario,App Móvil,"El proceso de apertura de cuenta fue súper rápido, todo digital",5,Existente,Este,,
437,2024-07-20,Crédito Hipotecario,Sucursal,La interfaz del homebanking es moderna y muy segura,4,Existente,Norte,,
438,2024-07-26,Tarjeta Oro Premium,Call Center,"El servicio al cliente es pésimo, nunca contestan el teléfono",1,Existente,Centro,,
439,2024-04-09,Crédito Hipotecario,Call Center,La tarjeta tiene buenos beneficios pero el límite de crédito es bajo,3,Nuevo,Oeste,,
440,2024-04-08,Tarjeta Oro Premium,Sitio Web,La interfaz del homebanking es moderna y muy segura,4,Existente,Centro,,
441,2024-01-01,Inversión Smart,Sitio Web,"Muy lentos para aprobar el préstamo, ya van 3 semanas esperando",1,Nuevo,Norte,,
442,2024-03-21,Tarjeta Oro Premium,Sucursal,"Tasas muy competitivas comparado con otros bancos, estoy muy satisfecho",4,Nuevo,Sur,,
443,2024-07-04,Crédito Hipotecario,Email,"Seguro con cobertura amplia y precio justo, lo recomiendo",5,Nuevo,Centro,,
444,2024-05-14,Inversión Smart,Sucursal,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",5,Nuevo,Sur,,
445,2024-06-08,Inversión Smart,Email,"Cobran comisiones por todo, hasta por consultar el saldo",1,Existente,Norte,,
446,2024-11-05,Seguro Familiar,Email,"Apertura de cuenta rápida online, pero luego piden muchos documentos físicos",3,Existente,Este,,
447,2024-07-16,Seguro Familiar,Sucursal,"El proceso de apertura de cuenta fue súper rápido, todo digital",5,Nuevo,Sur,,
448,2024-10-12,Tarjeta Oro Premium,Email,Plataforma de inversión robusta pero falta más información educativa,3,Existente,Oeste,,
449,2024-10-04,Tarjeta Oro Premium,Email,"Perdí dinero con las inversiones, pésimo asesoramiento",1,Existente,Este,,
450,2024-03-26,Crédito Hipotecario,Call Center,Los asesores son muy profesionales y me explicaron todo claramente,5,Nuevo,Este,,
451,2024-07-12,Inversión Smart,Email,La interfaz del homebanking es moderna y muy segura,4,Nuevo,Oeste,,
452,2024-03-04,Tarjeta Oro Premium,Sitio Web,"Excelente servicio al cliente, muy rápida la aprobación del crédito",4,Nuevo,Oeste,,
453,2024-03-13,Tarjeta Oro Premium,Sucursal,"La tarjeta tiene beneficios increíbles, cashback en todos lados",4,Existente,Oeste,,
454,2024-02-28,Crédito Hipotecario,App Móvil,"La app está bien diseñada pero se cuelga mucho, deberían mejorar la estabilidad",3,Nuevo,Este,,
455,2024-09-25,Cuenta Digital,App Móvil,"El proceso de apertura de cuenta fue súper rápido, todo digital",4,Existente,Centro,,
456,2024-11-13,Seguro Familiar,App Móvil,"Excelente servicio al cliente, muy rápida la aprobación del crédito",5,Nuevo,Sur,,
457,2024-02-15,Cuenta Digital,App Móvil,"Seguro con cobertura amplia y precio justo, lo recomiendo",5,Existente,Centro,,
458,2024-08-11,Seguro Familiar,Sucursal,"El servicio al cliente es pésimo, nunca contestan el teléfono",2,Existente,Sur,,
459,2024-12-06,Inversión Smart,Email,Buenos productos financieros pero el servicio al cliente es lento,3,Existente,Norte,,
460,2024-09-05,Tarjeta Oro Premium,Sitio Web,Documentación excesiva y procesos muy burocráticos,1,Nuevo,Centro,,
461,2024-06-04,Crédito Hipotecario,Email,"Buen rendimiento en las inversiones, aunque la interfaz podría ser más amigable",3,Existente,Norte,,
462,2024-03-05,Crédito Hipotecario,Sucursal,Plataforma de inversión robusta pero falta más información educativa,3,Existente,Oeste,,
463,2024-08-10,Tarjeta Oro Premium,Sitio Web,"El seguro no cubre lo que prometen, puras letra pequeñas",1,Existente,Oeste,,
464,2024-07-18,Tarjeta Oro Premium,Sucursal,Plataforma de inversión robusta pero falta más información educativa,3,Existente,Sur,,
465,2024-12-11,Inversión Smart,Call Center,"Excelente cobertura del seguro, pero el proceso de reclamos es complicado",3,Nuevo,Sur,,
466,2024-04-24,Seguro Familiar,App Móvil,"Buen rendimiento en las inversiones, aunque la interfaz podría ser más amigable",3,Existente,Norte,,
467,2024-10-07,Inversión Smart,Call Center,La tarjeta tiene buenos beneficios pero el límite de crédito es bajo,3,Nuevo,Centro,,
468,2024-01-28,Seguro Familiar,App Móvil,Documentación excesiva y procesos muy burocráticos,2,Nuevo,Centro,,
469,2024-12-11,Cuenta Digital,Sitio Web,Documentación excesiva y procesos muy burocráticos,1,Existente,Este,,
470,2024-03-03,Crédito Hipotecario,Call Center,"Tasas muy competitivas comparado con otros bancos, estoy muy satisfecho",4,Existente,Este,,
471,2024-12-06,Crédito Hipotecario,Email,Sistema siempre en mantenimiento cuando lo necesito,2,Nuevo,Este,,
472,2024-01-02,Cuenta Digital,Email,La interfaz del homebanking es moderna y muy segura,4,Existente,Centro,,
473,2024-09-20,Tarjeta Oro Premium,Sucursal,"Perdí dinero con las inversiones, pésimo asesoramiento",2,Existente,Sur,,
474,2024-07-10,Tarjeta Oro Premium,App Móvil,La tarjeta tiene buenos beneficios pero el límite de crédito es bajo,3,Existente,Sur,,
475,2024-03-12,Tarjeta Oro Premium,Sitio Web,"Tasas de interés altísimas, no son competitivos para nada",1,Existente,Sur,,
476,2024-09-25,Crédito Hipotecario,Sucursal,"Excelente cobertura del seguro, pero el proceso de reclamos es complicado",3,Existente,Este,,
477,2024-04-26,Crédito Hipotecario,Sitio Web,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",4,Existente,Oeste,,
478,2024-02-23,Crédito Hipotecario,Call Center,"Tasas competitivas para el crédito hipotecario, aunque las comisiones son altas",3,Nuevo,Este,,
479,2024-11-08,Crédito Hipotecario,App Móvil,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",5,Nuevo,Sur,,
480,2024-11-18,Crédito Hipotecario,Sitio Web,"El servicio al cliente es pésimo, nunca contestan el teléfono",1,Existente,Sur,,
481,2024-07-10,Cuenta Digital,Email,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",4,Nuevo,Oeste,,
482,2024-10-15,Crédito Hipotecario,App Móvil,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",4,Existente,Norte,,
483,2024-01-11,Tarjeta Oro Premium,Call Center,"La tarjeta se bloquea sin razón, tengo que llamar siempre",2,Nuevo,Norte,,
484,2024-05-09,Inversión Smart,Call Center,"Producto innovador y atractivo, pero faltan más opciones de personalización",3,Existente,Oeste,,
485,2024-05-13,Seguro Familiar,Email,"Las inversiones han dado buenos resultados, plataforma confiable",5,Existente,Centro,,
486,2024-01-26,Cuenta Digital,Sitio Web,"El servicio al cliente es pésimo, nunca contestan el teléfono",1,Existente,Centro,,
487,2024-02-27,Crédito Hipotecario,Call Center,Sistema siempre en mantenimiento cuando lo necesito,1,Existente,Norte,,
488,2024-12-25,Seguro Familiar,App Móvil,"Atención presencial excelente, pero por teléfono son muy lentos",3,Existente,Norte,,
489,2024-10-12,Seguro Familiar,Call Center,"La app está bien diseñada pero se cuelga mucho, deberían mejorar la estabilidad",3,Existente,Oeste,,
490,2024-01-19,Crédito Hipotecario,App Móvil,"La tarjeta se bloquea sin razón, tengo que llamar siempre",1,Nuevo,Este,,
491,2024-06-20,Tarjeta Oro Premium,Sucursal,"La tarjeta tiene beneficios increíbles, cashback en todos lados",5,Existente,Este,,
492,2024-04-22,Seguro Familiar,Sitio Web,La interfaz del homebanking es moderna y muy segura,5,Nuevo,Centro,,
493,2024-08-26,Inversión Smart,App Móvil,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",4,Existente,Este,,
494,2024-11-27,Cuenta Digital,Sucursal,"Perdí dinero con las inversiones, pésimo asesoramiento",2,Existente,Norte,,
495,2024-12-24,Crédito Hipotecario,Call Center,"La tarjeta tiene beneficios increíbles, cashback en todos lados",5,Nuevo,Sur,,
496,2024-01-14,Cuenta Digital,Call Center,"Buen rendimiento en las inversiones, aunque la interfaz podría ser más amigable",3,Existente,Sur,,
497,2024-09-17,Crédito Hipotecario,Email,Buenos productos financieros pero el servicio al cliente es lento,3,Nuevo,Norte,,
498,2024-04-01,Inversión Smart,Sitio Web,"Tasas de interés altísimas, no son competitivos para nada",2,Nuevo,Este,,
499,2024-06-28,Inversión Smart,Email,"Muy lentos para aprobar el préstamo, ya van 3 semanas esperando",2,Existente,Norte,,
500,2024-10-05,Inversión Smart,Call Center,"El proceso de apertura de cuenta fue súper rápido, todo digital",4,Existente,Este,,
501,2024-10-06,Seguro Familiar,Sucursal,"El proceso de apertura de cuenta fue súper rápido, todo digital",4,Existente,Sur,,
502,2024-12-12,Seguro Familiar,Email,"Tasas competitivas para el crédito hipotecario, aunque las comisiones son altas",3,Existente,Este,,
503,2024-07-02,Cuenta Digital,App Móvil,Plataforma de inversión robusta pero falta más información educativa,3,Nuevo,Sur,,
504,2024-04-23,Crédito Hipotecario,Sitio Web,"Producto innovador y atractivo, pero faltan más opciones de personalización",3,Existente,Oeste,,
505,2024-08-21,Tarjeta Oro Premium,Call Center,"Producto innovador y atractivo, pero faltan más opciones de personalización",3,Nuevo,Este,,
506,2024-04-23,Cuenta Digital,Sucursal,La interfaz del homebanking es moderna y muy segura,4,Existente,Norte,,
507,2024-07-05,Cuenta Digital,Sitio Web,"La tarjeta se bloquea sin razón, tengo que llamar siempre",1,Existente,Este,,
508,2024-01-08,Tarjeta Oro Premium,App Móvil,Buenos productos financieros pero el servicio al cliente es lento,3,Existente,Norte,,
509,2024-02-28,Cuenta Digital,Email,"Buen rendimiento en las inversiones, aunque la interfaz podría ser más amigable",3,Existente,Oeste,,
510,2024-05-03,Inversión Smart,Sitio Web,"Seguro con cobertura amplia y precio justo, lo recomiendo",4,Existente,Oeste,,
511,2024-07-18,Cuenta Digital,Call Center,"La app se cuelga constantemente, es muy frustrante",1,Existente,Oeste,,
512,2024-10-17,Tarjeta Oro Premium,Sucursal,"Apertura de cuenta rápida online, pero luego piden muchos documentos físicos",3,Existente,Centro,,
513,2024-01-19,Inversión Smart,App Móvil,Sistema siempre en mantenimiento cuando lo necesito,1,Nuevo,Oeste,,
514,2024-09-26,Crédito Hipotecario,Email,Buenos productos financieros pero el servicio al cliente es lento,3,Nuevo,Sur,,
515,2024-09-13,Cuenta Digital,Sitio Web,La tarjeta tiene buenos beneficios pero el límite de crédito es bajo,3,Nuevo,Norte,,
516,2024-08-12,Tarjeta Oro Premium,App Móvil,"Las inversiones han dado buenos resultados, plataforma confiable",5,Nuevo,Norte,,
517,2024-05-02,Crédito Hipotecario,Sitio Web,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",5,Existente,Centro,,
518,2024-08-13,Cuenta Digital,App Móvil,"Apertura de cuenta rápida online, pero luego piden muchos documentos físicos",3,Existente,Este,,
519,2024-04-04,Inversión Smart,Email,"Tasas competitivas para el crédito hipotecario, aunque las comisiones son altas",3,Nuevo,Norte,,
520,2024-05-27,Inversión Smart,Sucursal,Documentación excesiva y procesos muy burocráticos,2,Nuevo,Centro,,
521,2024-07-03,Tarjeta Oro Premium,Call Center,"Las inversiones han dado buenos resultados, plataforma confiable",4,Existente,Norte,,
522,2024-12-11,Tarjeta Oro Premium,Email,"Apertura de cuenta rápida online, pero luego piden muchos documentos físicos",3,Nuevo,Centro,,
523,2024-01-16,Seguro Familiar,Email,"El servicio al cliente es pésimo, nunca contestan el teléfono",1,Existente,Sur,,
524,2024-05-08,Tarjeta Oro Premium,Sucursal,"Producto innovador y atractivo, pero faltan más opciones de personalización",3,Existente,Oeste,,
525,2024-12-18,Inversión Smart,Call Center,"La app se cuelga constantemente, es muy frustrante",1,Existente,Centro,,
526,2024-04-08,Inversión Smart,Email,Documentación excesiva y procesos muy burocráticos,1,Nuevo,Oeste,,
527,2024-03-06,Inversión Smart,Sucursal,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",5,Nuevo,Centro,,
528,2024-07-07,Cuenta Digital,Email,"Tasas competitivas para el crédito hipotecario, aunque las comisiones son altas",3,Nuevo,Norte,,
529,2024-12-06,Tarjeta Oro Premium,Call Center,"La app está bien diseñada pero se cuelga mucho, deberían mejorar la estabilidad",3,Existente,Este,,
530,2024-04-14,Tarjeta Oro Premium,Sucursal,"La tarjeta tiene beneficios increíbles, cashback en todos lados",4,Existente,Centro,,
531,2024-02-27,Crédito Hipotecario,Email,"Tasas de interés altísimas, no son competitivos para nada",1,Nuevo,Sur,,
532,2024-04-11,Tarjeta Oro Premium,Sucursal,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",4,Existente,Este,,
533,2024-05-18,Cuenta Digital,Email,"Excelente servicio al cliente, muy rápida la aprobación del crédito",5,Existente,Norte,,
534,2024-04-27,Crédito Hipotecario,Call Center,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",4,Existente,Centro,,
535,2024-05-08,Crédito Hipotecario,Sucursal,La interfaz del homebanking es moderna y muy segura,4,Existente,Sur,,
536,2024-01-18,Seguro Familiar,Email,Los asesores son muy profesionales y me explicaron todo claramente,5,Existente,Sur,,
537,2024-12-04,Cuenta Digital,Call Center,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",4,Existente,Este,,
538,2024-08-23,Inversión Smart,Sitio Web,La interfaz del homebanking es moderna y muy segura,5,Existente,Oeste,,
539,2024-10-10,Inversión Smart,Sucursal,"Muy lentos para aprobar el préstamo, ya van 3 semanas esperando",1,Existente,Norte,,
540,2024-05-11,Tarjeta Oro Premium,Sucursal,"El seguro no cubre lo que prometen, puras letra pequeñas",2,Existente,Este,,
541,2024-04-27,Crédito Hipotecario,Call Center,"La app se cuelga constantemente, es muy frustrante",1,Nuevo,Sur,,
542,2024-10-28,Inversión Smart,Email,"Muy lentos para aprobar el préstamo, ya van 3 semanas esperando",2,Nuevo,Norte,,
543,2024-10-16,Crédito Hipotecario,Call Center,"Producto innovador y atractivo, pero faltan más opciones de personalización",3,Nuevo,Este,,
544,2024-05-20,Seguro Familiar,Call Center,"Excelente cobertura del seguro, pero el proceso de reclamos es complicado",3,Existente,Sur,,
545,2024-11-08,Inversión Smart,Call Center,"Buen rendimiento en las inversiones, aunque la interfaz podría ser más amigable",3,Existente,Centro,,
546,2024-03-11,Tarjeta Oro Premium,Call Center,Plataforma de inversión robusta pero falta más información educativa,3,Existente,Norte,,
547,2024-04-16,Cuenta Digital,Email,Los asesores son muy profesionales y me explicaron todo claramente,5,Existente,Centro,,
548,2024-07-03,Cuenta Digital,App Móvil,Plataforma de inversión robusta pero falta más información educativa,3,Existente,Centro,,
549,2024-10-17,Seguro Familiar,Email,Sistema siempre en mantenimiento cuando lo necesito,2,Existente,Norte,,
550,2024-04-08,Cuenta Digital,Email,Los asesores son muy profesionales y me explicaron todo claramente,4,Nuevo,Sur,,
551,2024-03-21,Cuenta Digital,App Móvil,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",5,Existente,Norte,,
552,2024-05-23,Crédito Hipotecario,Call Center,"El proceso de apertura de cuenta fue súper rápido, todo digital",4,Nuevo,Norte,,
553,2024-08-19,Tarjeta Oro Premium,Email,"Apertura de cuenta rápida online, pero luego piden muchos documentos físicos",3,Existente,Sur,,
554,2024-10-05,Cuenta Digital,Call Center,"Producto innovador y atractivo, pero faltan más opciones de personalización",3,Existente,Centro,,
555,2024-11-27,Cuenta Digital,Sitio Web,"Cobran comisiones por todo, hasta por consultar el saldo",1,Nuevo,Sur,,
556,2024-06-14,Cuenta Digital,Call Center,"Cobran comisiones por todo, hasta por consultar el saldo",2,Existente,Centro,,
557,2024-02-09,Tarjeta Oro Premium,Sucursal,"Atención presencial excelente, pero por teléfono son muy lentos",3,Existente,Oeste,,
558,2024-06-25,Cuenta Digital,Sitio Web,"La tarjeta tiene beneficios increíbles, cashback en todos lados",5,Existente,Centro,,
559,2024-11-28,Cuenta Digital,App Móvil,Buenos productos financieros pero el servicio al cliente es lento,3,Nuevo,Sur,,
560,2024-04-28,Crédito Hipotecario,Sitio Web,"Muy lentos para aprobar el préstamo, ya van 3 semanas esperando",1,Nuevo,Este,,
561,2024-12-09,Tarjeta Oro Premium,Call Center,"El seguro no cubre lo que prometen, puras letra pequeñas",1,Existente,Sur,,
562,2024-04-11,Cuenta Digital,Sucursal,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",5,Existente,Norte,,
563,2024-08-17,Tarjeta Oro Premium,Call Center,"Atención presencial excelente, pero por teléfono son muy lentos",3,Existente,Norte,,
564,2024-06-04,Tarjeta Oro Premium,App Móvil,Plataforma de inversión robusta pero falta más información educativa,3,Existente,Centro,,
565,2024-05-10,Seguro Familiar,App Móvil,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",4,Nuevo,Centro,,
566,2024-12-14,Tarjeta Oro Premium,Sitio Web,Documentación excesiva y procesos muy burocráticos,2,Nuevo,Norte,,
567,2024-03-19,Seguro Familiar,App Móvil,"Seguro con cobertura amplia y precio justo, lo recomiendo",5,Existente,Oeste,,
568,2024-10-20,Cuenta Digital,App Móvil,"Seguro con cobertura amplia y precio justo, lo recomiendo",4,Existente,Centro,,
569,2024-08-09,Seguro Familiar,Sucursal,La interfaz del homebanking es moderna y muy segura,4,Existente,Sur,,
570,2024-01-04,Seguro Familiar,Sitio Web,"La tarjeta tiene beneficios increíbles, cashback en todos lados",4,Nuevo,Centro,,
571,2024-07-26,Tarjeta Oro Premium,App Móvil,"Buen rendimiento en las inversiones, aunque la interfaz podría ser más amigable",3,Nuevo,Norte,,
572,2024-06-12,Seguro Familiar,Email,"Tasas muy competitivas comparado con otros bancos, estoy muy satisfecho",5,Existente,Sur,,
573,2024-06-19,Tarjeta Oro Premium,Sitio Web,"Seguro con cobertura amplia y precio justo, lo recomiendo",5,Existente,Sur,,
574,2024-10-24,Crédito Hipotecario,Sitio Web,Plataforma de inversión robusta pero falta más información educativa,3,Existente,Este,,
575,2024-08-08,Tarjeta Oro Premium,Sitio Web,"El proceso de apertura de cuenta fue súper rápido, todo digital",4,Nuevo,Centro,,
576,2024-09-03,Tarjeta Oro Premium,Sucursal,Los asesores son muy profesionales y me explicaron todo claramente,5,Existente,Sur,,
577,2024-11-17,Cuenta Digital,Sucursal,"Perdí dinero con las inversiones, pésimo asesoramiento",1,Existente,Oeste,,
578,2024-10-07,Inversión Smart,Sitio Web,"Atención presencial excelente, pero por teléfono son muy lentos",3,Existente,Norte,,
579,2024-10-05,Inversión Smart,App Móvil,"El servicio al cliente es pésimo, nunca contestan el teléfono",1,Existente,Norte,,
580,2024-07-01,Crédito Hipotecario,Sucursal,"El servicio al cliente es pésimo, nunca contestan el teléfono",2,Existente,Centro,,
581,2024-11-18,Crédito Hipotecario,App Móvil,"El proceso de apertura de cuenta fue súper rápido, todo digital",4,Existente,Centro,,
582,2024-07-10,Crédito Hipotecario,Call Center,"El seguro no cubre lo que prometen, puras letra pequeñas",2,Existente,Oeste,,
583,2024-04-16,Crédito Hipotecario,Sitio Web,"Las inversiones han dado buenos resultados, plataforma confiable",4,Existente,Este,,
584,2024-11-15,Inversión Smart,Call Center,Buenos productos financieros pero el servicio al cliente es lento,3,Nuevo,Norte,,
585,2024-01-19,Tarjeta Oro Premium,Sucursal,"La tarjeta tiene beneficios increíbles, cashback en todos lados",5,Nuevo,Norte,,
586,2024-08-04,Inversión Smart,Sitio Web,"Tasas muy competitivas comparado con otros bancos, estoy muy satisfecho",4,Existente,Oeste,,
587,2024-04-09,Cuenta Digital,Email,"La app está bien diseñada pero se cuelga mucho, deberían mejorar la estabilidad",3,Existente,Centro,,
588,2024-10-11,Cuenta Digital,Sitio Web,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",4,Existente,Este,,
589,2024-04-14,Cuenta Digital,Email,"Tasas de interés altísimas, no son competitivos para nada",1,Existente,Oeste,,
590,2024-12-24,Tarjeta Oro Premium,Sitio Web,Los asesores son muy profesionales y me explicaron todo claramente,5,Existente,Sur,,
591,2024-02-10,Inversión Smart,Call Center,Documentación excesiva y procesos muy burocráticos,2,Existente,Norte,,
592,2024-11-22,Inversión Smart,App Móvil,"Seguro con cobertura amplia y precio justo, lo recomiendo",5,Existente,Norte,,
593,2024-12-25,Tarjeta Oro Premium,Sucursal,"La app se cuelga constantemente, es muy frustrante",2,Existente,Centro,,
594,2024-11-19,Seguro Familiar,Call Center,Documentación excesiva y procesos muy burocráticos,2,Existente,Este,,
595,2024-02-09,Seguro Familiar,Call Center,"Excelente servicio al cliente, muy rápida la aprobación del crédito",4,Nuevo,Sur,,
596,2024-11-20,Crédito Hipotecario,Call Center,"Tasas muy competitivas comparado con otros bancos, estoy muy satisfecho",5,Existente,Este,,
597,2024-12-10,Seguro Familiar,Email,"Tasas de interés altísimas, no son competitivos para nada",1,Existente,Este,,
598,2024-07-02,Tarjeta Oro Premium,Call Center,"Producto innovador y atractivo, pero faltan más opciones de personalización",3,Existente,Centro,,
599,2024-05-18,Seguro Familiar,Email,"Tasas muy competitivas comparado con otros bancos, estoy muy satisfecho",5,Nuevo,Este,,
600,2024-11-01,Seguro Familiar,Sitio Web,Documentación excesiva y procesos muy burocráticos,1,Existente,Este,,
601,2024-04-19,Cuenta Digital,Call Center,"La app se cuelga constantemente, es muy frustrante",2,Existente,Este,,
602,2024-05-26,Tarjeta Oro Premium,App Móvil,Sistema siempre en mantenimiento cuando lo necesito,2,Existente,Centro,,
603,2024-08-06,Cuenta Digital,Sucursal,"Excelente cobertura del seguro, pero el proceso de reclamos es complicado",3,Nuevo,Este,,
604,2024-01-07,Tarjeta Oro Premium,Call Center,Sistema siempre en mantenimiento cuando lo necesito,1,Nuevo,Norte,,
605,2024-12-26,Cuenta Digital,Sitio Web,"El seguro no cubre lo que prometen, puras letra pequeñas",1,Existente,Oeste,,
606,2024-12-14,Seguro Familiar,Sitio Web,"El proceso de apertura de cuenta fue súper rápido, todo digital",4,Nuevo,Este,,
607,2024-01-24,Cuenta Digital,Sitio Web,"Cobran comisiones por todo, hasta por consultar el saldo",2,Existente,Norte,,
608,2024-08-25,Crédito Hipotecario,Call Center,"Las inversiones han dado buenos resultados, plataforma confiable",4,Nuevo,Norte,,
609,2024-03-26,Crédito Hipotecario,Sucursal,"Cobran comisiones por todo, hasta por consultar el saldo",2,Existente,Norte,,
610,2024-09-03,Inversión Smart,Email,"El proceso de apertura de cuenta fue súper rápido, todo digital",5,Nuevo,Sur,,
611,2024-01-18,Inversión Smart,Sitio Web,"Las inversiones han dado buenos resultados, plataforma confiable",4,Existente,Centro,,
612,2024-07-09,Crédito Hipotecario,Sucursal,"El seguro no cubre lo que prometen, puras letra pequeñas",2,Nuevo,Este,,
613,2024-09-07,Cuenta Digital,Sucursal,"Tasas competitivas para el crédito hipotecario, aunque las comisiones son altas",3,Existente,Sur,,
614,2024-08-22,Cuenta Digital,App Móvil,"La app está bien diseñada pero se cuelga mucho, deberían mejorar la estabilidad",3,Existente,Este,,
615,2024-06-14,Seguro Familiar,Email,"Tasas competitivas para el crédito hipotecario, aunque las comisiones son altas",3,Existente,Oeste,,
616,2024-03-20,Tarjeta Oro Premium,App Móvil,"Tasas muy competitivas comparado con otros bancos, estoy muy satisfecho",4,Nuevo,Oeste,,
617,2024-08-05,Tarjeta Oro Premium,App Móvil,"El proceso de apertura de cuenta fue súper rápido, todo digital",4,Existente,Oeste,,
618,2024-02-11,Tarjeta Oro Premium,Email,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",4,Existente,Este,,
619,2024-06-07,Inversión Smart,Sitio Web,"La tarjeta tiene beneficios increíbles, cashback en todos lados",4,Existente,Norte,,
620,2024-07-21,Inversión Smart,Sitio Web,Los asesores son muy profesionales y me explicaron todo claramente,4,Existente,Sur,,
621,2024-07-09,Cuenta Digital,Sitio Web,"Tasas muy competitivas comparado con otros bancos, estoy muy satisfecho",5,Nuevo,Oeste,,
622,2024-08-19,Cuenta Digital,Sucursal,"La app es muy intuitiva y fácil de usar, me encanta la funcionalidad de transferencias",4,Existente,Sur,,
623,2024-07-20,Cuenta Digital,Sitio Web,Plataforma de inversión robusta pero falta más información educativa,3,Existente,Este,,
624,2024-05-12,Crédito Hipotecario,Sucursal,"Tasas muy competitivas comparado con otros bancos, estoy muy satisfecho",5,Existente,Centro,,
625,2024-11-05,Crédito Hipotecario,Sucursal,"El proceso de apertura de cuenta fue súper rápido, todo digital",4,Existente,Este,,
626,2024-06-26,Seguro Familiar,App Móvil,"Buen rendimiento en las inversiones, aunque la interfaz podría ser más amigable",3,Existente,Norte,,
627,2024-02-17,Crédito Hipotecario,App Móvil,"La app está bien diseñada pero se cuelga mucho, deberían mejorar la estabilidad",3,Existente,Centro,,
628,2024-11-09,Crédito Hipotecario,Call Center,Sistema siempre en mantenimiento cuando lo necesito,1,Existente,Oeste,,
629,2024-08-15,Seguro Familiar,Call Center,Buenos productos financieros pero el servicio al cliente es lento,3,Nuevo,Este,,
630,2024-11-18,Cuenta Digital,Sitio Web,"El seguro no cubre lo que prometen, puras letra pequeñas",2,Existente,Oeste,,
631,2024-05-08,Seguro Familiar,Sucursal,La tarjeta tiene buenos beneficios pero el límite de crédito es bajo,3,Existente,Norte,,
632,2024-03-22,Tarjeta Oro Premium,Sucursal,"Tasas muy competitivas comparado con otros bancos, estoy muy satisfecho",5,Existente,Este,,
633,2024-10-26,Cuenta Digital,Email,"El proceso de apertura de cuenta fue súper rápido, todo digital",5,Existente,Norte,,
634,2024-05-04,Inversión Smart,Email,"Buen rendimiento en las inversiones, aunque la interfaz podría ser más amigable",3,Nuevo,Norte,,
635,2024-05-01,Crédito Hipotecario,Email,Sistema siempre en mantenimiento cuando lo necesito,1,Existente,Oeste,,
636,2024-02-12,Seguro Familiar,Email,"Seguro con cobertura amplia y precio justo, lo recomiendo",5,Existente,Oeste,,
637,2024-06-20,Crédito Hipotecario,Call Center,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",4,Nuevo,Oeste,,
638,2024-02-04,Inversión Smart,Email,"Atención 24/7 excelente, siempre resuelven mis dudas rápido",5,Existente,Centro,,
639,2024-11-17,Tarjeta Oro Premium,Call Center,La tarjeta tiene buenos beneficios pero el límite de crédito es bajo,3,Existente,Norte,,
640,2024-08-11,Crédito Hipotecario,Call Center,"Producto innovador y atractivo, pero faltan más opciones de personalización",3,Existente,Centro,,
641,2024-12-24,Tarjeta Oro Premium,Sucursal,La interfaz del homebanking es moderna y muy segura,5,Existente,Este,,
642,2024-06-21,Tarjeta Oro Premium,Sucursal,"Excelente servicio al cliente, muy rápida la aprobación del crédito",5,Existente,Centro,,
643,2024-06-22,Cuenta Digital,Email,"Excelente cobertura del seguro, pero el proceso de reclamos es complicado",3,Nuevo,Centro,,
644,2024-05-23,Inversión Smart,Sitio Web,Plataforma de inversión robusta pero falta más información educativa,3,Nuevo,Sur,,
645,2024-10-17,Seguro Familiar,Sitio Web,"Tasas muy competitivas comparado con otros bancos, estoy muy satisfecho",4,Existente,Sur,,
646,2024-05-16,Seguro Familiar,App Móvil,"El proceso de apertura de cuenta fue súper rápido, todo digital",5,Existente,Centro,,
